phylum,subphylum,infraphylum,class,subclass,division,subdivision,order,family,genus,speciesbinomial,commonname
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua,Pinktail triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Odonus,Odonus niger,Redtooth triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Pseudobalistes,Pseudobalistes flavimarginatus,Yellowmargin triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Pseudobalistes,Pseudobalistes fuscus,Brown Hawaiian triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Picassofish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus lunula,Crescent trigger
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus,Wedge picassofish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus verrucosus,Blackbelly triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen bursa,Scythe triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen chrysopterum,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen fraenatum,Bridle triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys auromarginatus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys caeruleolineatus,Blue-lined triggerfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Diodontidae,Diodon,Diodon holocanthus,Spiny baollonfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Diodontidae,Diodon,Diodon hystrix,Porcupinefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Diodontidae,Diodon,Diodon liturosus,Black-blotched porcupinefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Aluterus,Aluterus scriptus,Scrawled filefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Amanses,Amanses scopas,Broom filefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines dumerilii,Barred filefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines longicaudus,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines pardalis,Honeycomb filefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,Squaretail Filefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Monacanthidae,Pervagor,Pervagor aspricaudus,Orangetail filefish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta,Longhorn cowfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Ostraciidae,Ostracion,Ostracion cubicus,Yellow boxfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Ostraciidae,Ostracion,Ostracion meleagris,Spotted boxfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Ostraciidae,Ostracion,Ostracion whitleyi,Whitley's boxfish
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron hispidus,Whitespotted puffer
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron manilensis,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron meleagris,Guineafowl puffer
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Arothron,Arothron stellatus,Star puffer
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster amboinensis,Ambon toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster bennetti,Bennett's toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster epilampra,Lantern toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster janthinoptera,Honeycomb toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster ocellicincta,NULL
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster solandri,Spotted toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster sp. 1,Dark white-spotted Toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster valentini,Blacksaddle toby
Chordata,Craniata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Euteleostei,Zeiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus albimarginatus,Silvertip shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amblyrhynchos,Grey reef shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus galapagensis,Galapagos shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus limbatus,Blackfin shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus melanopterus,Blacktip reef shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier,Tiger shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion acutidens,Indo-Pacific Lemon shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus,Reef whitetip shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna lewini,Scalloped hammerhead shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna mokarran,Great hammerhead shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Echinorhiniformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Heterodontiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Hexanchiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Laminiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Myliobatiformes,Dasyatidae,Himantura,Himantura fai,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Myliobatiformes,Dasyatidae,Taeniura,Taeniura meyeni,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Myliobatiformes,Myliobatidae,Aetobatus,Aetobatus ocellatus,Spotted eagle ray
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Myliobatiformes,Myliobatidae,Manta,Manta birostris,Manta ray
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Myliobatiformes,Myliobatidae,Mobula,Mobula tarapacana,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Orectolobiformes,Ginglymostomatidae,Nebrius,Nebrius ferrugineus,tawny shark
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Pristiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Pristiophoriformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Rajiformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Squaliformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Selachii,Squatiniformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Elasmobranchii,Neoselachii,Batoidea,Torpediniformes,NULL,NULL,NULL,NULL
Chordata,Craniata,Vertebrata,Chondrichthyes,Holocephali,NULL,NULL,Chimaeriformes,NULL,NULL,NULL,NULL
(852 rows)
